source,stage,name,description,url,code_url,paper_url,categories,year,license,repo,stars,also_in
github-topics,,scipipe/scipipe,"Robust, flexible and resource-efficient pipelines using Go and the commandline",https://github.com/scipipe/scipipe,https://github.com/scipipe/scipipe,,bioinformatics; bioinformatics-pipeline; cheminformatics; dataflow; fbp; go; golang; pipeline,2015,MIT,scipipe/scipipe,1109,
github-topics,,FoldingAtHome/coronavirus,Folding@home COVID-19 efforts,https://github.com/FoldingAtHome/coronavirus,https://github.com/FoldingAtHome/coronavirus,,covid-19; folding-at-home; foldingathome; molecular-dynamics; sars-cov-2,2020,,foldingathome/coronavirus,1079,
github-topics,,HannesStark/boltzgen,BoltzGen: Toward Universal Binder Design,https://github.com/HannesStark/boltzgen,https://github.com/HannesStark/boltzgen,,antibody-design; antibody-engineering; denovo-design; drug-design; drug-discovery; miniprotein-design; nanobody-design; peptide-design,2025,MIT,hannesstark/boltzgen,1056,
github-topics,,3dmol/3Dmol.js,WebGL accelerated JavaScript molecular graphics library,https://github.com/3dmol/3Dmol.js,https://github.com/3dmol/3Dmol.js,,computational-biology; computational-chemistry; molecular-graphics; molecular-modeling,2014,NOASSERTION,3dmol/3dmol.js,1018,biotools; curated
github-topics,,molecularsets/moses,Molecular Sets (MOSES): A Benchmarking Platform for Molecular Generation Models,https://github.com/molecularsets/moses,https://github.com/molecularsets/moses,,benchmark; drug-discovery; generative-models; machine-learning,2018,MIT,molecularsets/moses,988,biotools; curated; github-stars:yboulaamane
github-topics,,gnina/gnina,A deep learning framework for molecular docking,https://github.com/gnina/gnina,https://github.com/gnina/gnina,,cheminformatics; computational-chemistry; convolutional-neural-networks; drug-discovery; molecular-modeling,2015,Apache-2.0,gnina/gnina,973,biotools; curated; github-stars:yboulaamane
github-topics,,mir-group/nequip,NequIP is a code for building E(3)-equivariant interatomic potentials,https://github.com/mir-group/nequip,https://github.com/mir-group/nequip,,atomistic-simulations; computational-chemistry; deep-learning; drug-discovery; force-fields; interatomic-potentials; machine-learning; materials-science,2021,MIT,mir-group/nequip,961,
github-topics,,atomistic-machine-learning/schnetpack,SchNetPack - Deep Neural Networks for Atomistic Systems,https://github.com/atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack,,condensed-matter; machine-learning; molecular-dynamics; neural-network; quantum-chemistry,2018,NOASSERTION,atomistic-machine-learning/schnetpack,940,
github-topics,,aqlaboratory/proteinnet,Standardized data set for machine learning of protein structure,https://github.com/aqlaboratory/proteinnet,https://github.com/aqlaboratory/proteinnet,,dataset; deep-learning; machine-learning; protein-sequence; protein-structure; proteins,2018,MIT,aqlaboratory/proteinnet,919,
github-topics,,MolecularAI/aizynthfinder,A tool for retrosynthetic planning,https://github.com/MolecularAI/aizynthfinder,https://github.com/MolecularAI/aizynthfinder,,astrazeneca; chemical-reactions; cheminformatics; monte-carlo-tree-search; neural-networks; reaction-informatics,2020,MIT,molecularai/aizynthfinder,891,curated
github-topics,,hsiaoyi0504/awesome-cheminformatics,A curated list of Cheminformatics libraries and software.,https://github.com/hsiaoyi0504/awesome-cheminformatics,https://github.com/hsiaoyi0504/awesome-cheminformatics,,awesome; awesome-list; bioinformatics; cheminformatics; chemistry,2016,,hsiaoyi0504/awesome-cheminformatics,885,github-stars:yboulaamane
github-topics,,epam/ketcher,Web-based molecule sketcher,https://github.com/epam/ketcher,https://github.com/epam/ketcher,,amino-acid-sequence; amino-acids; cdx; cdxml; cheminformatics; chemistry; cml; fasta,2017,Apache-2.0,epam/ketcher,883,curated
github-topics,,MolecularAI/REINVENT4,"AI molecular design tool for de novo design, scaffold hopping, R-group replacement, linker design and molecule optimization.",https://github.com/MolecularAI/REINVENT4,https://github.com/MolecularAI/REINVENT4,,ai; astrazeneca; cheminformatics; chemistry; deep-learning; denovo-design; drug-design; drug-discovery,2023,Apache-2.0,molecularai/reinvent4,857,curated
github-topics,,NVIDIA-BioNeMo/bionemo-recipes,BioNeMo Recipes: For building and adapting AI models in drug discovery at scale,https://github.com/NVIDIA-BioNeMo/bionemo-recipes,https://github.com/NVIDIA-BioNeMo/bionemo-recipes,,drug-discovery; gpu; machine-learning; pytorch,2023,,nvidia-bionemo/bionemo-recipes,854,
github-topics,,grimme-lab/xtb,Semiempirical Extended Tight-Binding Program Package,https://github.com/grimme-lab/xtb,https://github.com/grimme-lab/xtb,,atomistic-simulations; computational-chemistry; force-field; quantum-chemistry; tight-binding,2019,LGPL-3.0,grimme-lab/xtb,839,biotools; curated
github-topics,,brucefan1983/GPUMD,Graphics Processing Units Molecular Dynamics,https://github.com/brucefan1983/GPUMD,https://github.com/brucefan1983/GPUMD,,cuda; gpu; gpumd; heat-transport; high-performance-computing; machine-learning; machine-learning-potential; molecular-dynamics,2017,GPL-3.0,brucefan1983/gpumd,836,
github-topics,,awslabs/dgl-lifesci,Python package for graph neural networks in chemistry and biology,https://github.com/awslabs/dgl-lifesci,https://github.com/awslabs/dgl-lifesci,,bioinformatics; cheminformatics; deep-learning; dgl; drug-discovery; geometric-deep-learning; graph-neural-networks; molecule,2020,Apache-2.0,awslabs/dgl-lifesci,810,biotools; curated; github-stars:yboulaamane
github-topics,,AstraZeneca/chemicalx,A PyTorch and TorchDrug based deep learning library for drug pair scoring. (KDD 2022),https://github.com/AstraZeneca/chemicalx,https://github.com/AstraZeneca/chemicalx,,biology; chemistry; deep-chemistry; deep-learning; drug; drug-discovery; drug-interaction; drug-pair,2021,Apache-2.0,astrazeneca/chemicalx,785,
github-topics,,CalebBell/thermo,Thermodynamics and Phase Equilibrium component of Chemical Engineering Design Library (ChEDL),https://github.com/CalebBell/thermo,https://github.com/CalebBell/thermo,,chemical-engineering; cheminformatics; chemistry; combustion; density; environmental-engineering; equation-of-state; heat-capacity,2016,MIT,calebbell/thermo,784,
github-topics,,BioPandas/biopandas,Working with molecular structures in pandas DataFrames,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,,bioinformatics; computational-biology; drug-discovery; mol2; molecular-structures; molecule; molecules; pandas-dataframe,2015,BSD-3-Clause,biopandas/biopandas,756,
github-topics,,Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research,https://github.com/Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,,computational-biology; computational-chemistry; deep-learning; deep-neural-networks; drug-design; drug-discovery; graph-convolutional-networks; machine-learning,2018,MIT,mariewelt/openchem,753,biotools
github-topics,,songlab-cal/tape,"Tasks Assessing Protein Embeddings (TAPE), a set of five biologically relevant semi-supervised learning tasks spread across different domains of protein biology.",https://github.com/songlab-cal/tape,https://github.com/songlab-cal/tape,,benchmark; dataset; deep-learning; language-modeling; protein-sequences; protein-structure; pytorch; semi-supervised-learning,2019,BSD-3-Clause,songlab-cal/tape,745,
github-topics,,mdtraj/mdtraj,An open library for the analysis of molecular dynamics trajectories,https://github.com/mdtraj/mdtraj,https://github.com/mdtraj/mdtraj,,dihedral-angles; mdtraj; molecular-dynamics; molecular-dynamics-trajectories; pdb; pdb-files; python; rmsd,2012,LGPL-2.1,mdtraj/mdtraj,733,biotools; curated
github-topics,,Graylab/DL4Proteins-notebooks,Colab Notebooks covering deep learning tools for biomolecular structure prediction and design,https://github.com/Graylab/DL4Proteins-notebooks,https://github.com/Graylab/DL4Proteins-notebooks,,convolutional-neural-networks; deep-learning; diffusion-models; graph-neural-networks; jupyter-notebooks; language-model; neural-networks; protein-design,2024,MIT,graylab/dl4proteins-notebooks,723,
github-topics,,JuDFTteam/best-of-atomistic-machine-learning,🏆 A ranked list of awesome atomistic machine learning projects ⚛️🧬💎.,https://github.com/JuDFTteam/best-of-atomistic-machine-learning,https://github.com/JuDFTteam/best-of-atomistic-machine-learning,,ai4science; atomistic-machine-learning; awesome-list; best-of-list; computational-chemistry; computational-materials-science; condensed-matter; density-functional-theory,2023,CC-BY-SA-4.0,judftteam/best-of-atomistic-machine-learning,720,
github-topics,,torchmd/torchmd,End-To-End Molecular Dynamics (MD) Engine using PyTorch,https://github.com/torchmd/torchmd,https://github.com/torchmd/torchmd,,coarse-grained-molecular-dynamics; machine-learning; molecular-dynamics; neural-networks; pytorch; pytorch-lightning,2020,MIT,torchmd/torchmd,718,biotools
github-topics,,pharmai/plip,"Protein-Ligand Interaction Profiler - Analyze and visualize non-covalent protein-ligand interactions in PDB files according to 📝 Schake, Bolz, et al. (2025), https://doi.org/10.1093/nar/gkaf361",https://github.com/pharmai/plip,https://github.com/pharmai/plip,,bioinformatics; docker; openbabel; pdb; plip; protein-structure; python-bindings; scientific-computing,2014,GPL-2.0,pharmai/plip,715,curated
github-topics,,RosettaCommons/PyRosetta.notebooks,Jupyter Notebooks for learning the PyRosetta platform for biomolecular structure prediction and design,https://github.com/RosettaCommons/PyRosetta.notebooks,https://github.com/RosettaCommons/PyRosetta.notebooks,,dna; google-colab; jupyter-notebook; protein-design; protein-docking; protein-folding; protein-structure-prediction; pyrosetta,2019,MIT,rosettacommons/pyrosetta.notebooks,709,
github-topics,,OpenChemistry/avogadrolibs,"Avogadro libraries provide 3D rendering, visualization, analysis and data processing useful in computational chemistry, molecular modeling, bioinformatics, materials science, and related areas.",https://github.com/OpenChemistry/avogadrolibs,https://github.com/OpenChemistry/avogadrolibs,,avogadro; chemistry; compchem; computational-chemistry; cross-platform; desktop; hacktoberfest; open-science,2012,BSD-3-Clause,openchemistry/avogadrolibs,675,
github-topics,,AgentTeam-TaichuAI/ScienceClaw,"ScienceClaw is a personal research assistant built with LangChain DeepAgents and AIO Sandbox infrastructure, adopting a completely new architecture beyond OpenClaw. It offers stronger security, better transparency, and a more user-friendly experience.",https://github.com/AgentTeam-TaichuAI/ScienceClaw,https://github.com/AgentTeam-TaichuAI/ScienceClaw,,ai-agent; bioinformatics; data-analysis; docker; drug-discovery; fastapi; feishu; langchain,2026,,agentteam-taichuai/scienceclaw,663,
github-topics,,westlake-repl/SaProt,Saprot: Protein Language Model with Structural Alphabet (AA+3Di),https://github.com/westlake-repl/SaProt,https://github.com/westlake-repl/SaProt,,alphafold2; foldseek; predicted-structures; pretraining; protein; protein-language-model; protein-llm; protein-sequence,2023,MIT,westlake-repl/saprot,633,
github-topics,,biojava/biojava,:book::microscope::coffee: BioJava is an open-source project dedicated to providing a Java library for processing biological data.,https://github.com/biojava/biojava,https://github.com/biojava/biojava,,bioinformatics; genomics; java; parser-library; pdb; protein-data-bank; protein-modification; protein-sequences,2013,LGPL-2.1,biojava/biojava,631,
github-topics,,soedinglab/hh-suite,Remote protein homology detection suite.,https://github.com/soedinglab/hh-suite,https://github.com/soedinglab/hh-suite,,alignment; bioinformatics; cpp; hh-suite; hhblits; hhpred; hhsearch; opensource,2015,GPL-3.0,soedinglab/hh-suite,629,curated
