full_name,owner,name,url,description,homepage,language,topics,stars,forks,license,archived,created_at,pushed_at,matched_topics
conradry/prtm,conradry,prtm,https://github.com/conradry/prtm,Deep learning for protein science,,Python,deep-learning; drug-discovery; protein-design; protein-folding; protein-science,38,4,Apache-2.0,True,2022-07-31,2024-06-02,drug-discovery
apax-hub/apax,apax-hub,apax,https://github.com/apax-hub/apax,A flexible and performant framework for training machine learning potentials.,https://apax.readthedocs.io,Python,computational-chemistry; force-fields; interatomic-potentials; jax; machine-learning; materials-science; molecular-dynamics; quantum-chemistry,38,7,MIT,False,2022-11-18,2026-09-07,computational-chemistry; molecular-dynamics
yesint/pteros,yesint,pteros,https://github.com/yesint/pteros,Modern and fast molecular analysis and modeling library for C++ and Python,https://yesint.github.io/pteros/,C++,md-data-analysis; molecular-analysis; molecular-modeling,38,8,NOASSERTION,False,2017-09-16,2025-04-21,molecular-modeling
taraak/pita,taraak,pita,https://github.com/taraak/pita,Code for the paper Progressive Inference-Time Annealing of Diffusion Models for Sampling from Boltzmann Densities.,,Python,diffusion-models; molecular-dynamics; sampling,38,6,,False,2025-06-20,2026-09-05,molecular-dynamics
wwang2/Coarse-Graining-Auto-encoders,wwang2,Coarse-Graining-Auto-encoders,https://github.com/wwang2/Coarse-Graining-Auto-encoders,,,Jupyter Notebook,generative-model; machine-learning; molecular-dynamics; statistical-mechanics,38,15,,False,2019-08-16,2022-01-31,molecular-dynamics
craabreu/ufedmm,craabreu,ufedmm,https://github.com/craabreu/ufedmm,Unified Free Energy Dynamics (UFED) simulations with OpenMM,https://craabreu.github.io/ufedmm/,Python,collective-variables; enhanced-sampling; free-energy; metadynamics; molecular-dynamics; openmm,38,10,MIT,False,2020-04-10,2025-08-20,molecular-dynamics
ikmckenz/adme-pred-py,ikmckenz,adme-pred-py,https://github.com/ikmckenz/adme-pred-py,Python implementation of common ADME properties.,,Python,adme; biology; hacktoberfest; medical; medicinal-chemistry-filters; medicine; pharmacology; pharmacy,38,16,AGPL-3.0,False,2019-11-10,2023-03-27,adme
deargen/mt-dti,deargen,mt-dti,https://github.com/deargen/mt-dti,An official Molecule Transformer Drug Target Interaction (MT-DTI) model,,Python,affinity; drug; drug-discovery; drug-target-interactions; dti; molecule-transformer; mt-dti; protein,37,20,MIT,False,2020-05-05,2020-11-06,drug-discovery
ml-jku/hyper-dti,ml-jku,hyper-dti,https://github.com/ml-jku/hyper-dti,HyperPCM: Robust task-conditioned modeling of drug-target interactions,,Python,deep-learning; drug-discovery; drug-target-interactions; hypernetworks; proteochemometrics; pytorch,37,5,MIT,False,2022-06-29,2024-10-01,drug-discovery
charlesxu90/helm-gpt,charlesxu90,helm-gpt,https://github.com/charlesxu90/helm-gpt,HELM-GPT: de novo macrocyclic peptide design using generative pre-trained transformer,,Jupyter Notebook,de-novo-drug-design; generative-pre-trained-transformer; macrocyclic-peptide-design; reinforcement-learning,37,8,MIT,False,2024-01-20,2026-05-15,de-novo-drug-design
broadinstitute/lincs-cell-painting,broadinstitute,lincs-cell-painting,https://github.com/broadinstitute/lincs-cell-painting,Processed Cell Painting Data for the LINCS Drug Repurposing Project,,Jupyter Notebook,cell-morphology; cell-painting; data-repository; drug-repurposing; lincs,37,15,BSD-3-Clause,False,2019-12-05,2022-08-04,drug-repurposing
bio-ontology-research-group/multi-drug-embedding,bio-ontology-research-group,multi-drug-embedding,https://github.com/bio-ontology-research-group/multi-drug-embedding,Method for drug repurposing from knowledge graphs and literature,,Python,drug-repurposing; drug-target-prioritization; knowledge-graph; ontology; semantic-web,37,12,,False,2018-05-01,2020-08-28,drug-repurposing
learningmatter-mit/uvvisml,learningmatter-mit,uvvisml,https://github.com/learningmatter-mit/uvvisml,Predict optical properties of molecules with machine learning.,,Jupyter Notebook,cheminformatics; deep-learning; machine-learning; molecular-property-prediction; spectroscopy; uvvis-spectroscopy,37,11,MIT,False,2021-10-13,2025-07-30,cheminformatics; molecular-property-prediction
ipudu/SCFpy,ipudu,SCFpy,https://github.com/ipudu/SCFpy,🎉 Simple restricted Hartree-Fock code in Python,,Python,computational-chemistry; hartree-fock,37,13,MIT,False,2016-04-25,2018-12-03,computational-chemistry
moleview/moleview,moleview,moleview,https://github.com/moleview/moleview,MoleView: A Fast and lightweight plug-in for 3D molecular visualization,https://moleview.streamlit.app,HTML,chemistry; computational-chemistry; hacktoberfest; molecule-viewer,37,7,MIT,False,2020-09-24,2026-04-15,computational-chemistry
RMeli/Hartree-Fock,RMeli,Hartree-Fock,https://github.com/RMeli/Hartree-Fock,Solution of Hartree-Fock equations within Pople's STO-3G basis set,,Fortran,basis-set; computational-chemistry; computational-physics; hartree-fock; quantum-chemistry; quantum-mechanics,37,17,MIT,False,2015-11-10,2019-04-07,computational-chemistry
grimme-lab/CENSO,grimme-lab,CENSO,https://github.com/grimme-lab/CENSO,CENSO - Commandline ENergetic SOrting of Conformer Rotamer Ensembles,https://xtb-docs.readthedocs.io/en/latest/CENSO_docs/censo.html,Python,computational-chemistry; nmr-spectroscopy; optical-rotation; quantum-chemistry; uv-vis; workflow,37,18,LGPL-3.0,False,2021-01-14,2026-08-07,computational-chemistry
bowman-lab/enspara,bowman-lab,enspara,https://github.com/bowman-lab/enspara,Modeling molecular ensembles with scalable data structures and parallel computing,https://enspara.readthedocs.io,Python,biophysics; clustering; kinetic-modeling; markov-state-model; molecular-dynamics; molecular-modeling; protein-structure; python,37,16,GPL-3.0,False,2016-08-23,2026-03-11,molecular-dynamics; molecular-modeling
nuwan-d/graphene_tensile_test,nuwan-d,graphene_tensile_test,https://github.com/nuwan-d/graphene_tensile_test,LAMMPS scripts to simulate uniaxial tensile test of a graphene Sample,,MATLAB,graphene; lammps; lammps-tutorials; molecular-dynamics,37,14,,False,2020-07-02,2020-07-18,molecular-dynamics
LCY02/ABT-MPNN,LCY02,ABT-MPNN,https://github.com/LCY02/ABT-MPNN,An atom-bond transformer-based message passing neural network for molecular property prediction.,,Python,attention-mechanism; molecular-property-prediction; mpnn,37,10,MIT,False,2022-08-14,2023-03-08,molecular-property-prediction
azminewasi/Awsome-CompBio-Bioinformatics,azminewasi,Awsome-CompBio-Bioinformatics,https://github.com/azminewasi/Awsome-CompBio-Bioinformatics,A curated list of FREE courses available online from top universities of the world on Computational Biology and Bioinformatics.,,,bioinformatics; bioinformatics-analysis; computational-biology; computational-chemistry; computational-geometry; drug-design; drug-discovery; drug-repurposing,36,3,LGPL-2.1,False,2024-04-15,2024-04-15,computational-chemistry; drug-design; drug-discovery; drug-repurposing; molecular-docking
SeonghwanSeo/BBAR,SeonghwanSeo,BBAR,https://github.com/SeonghwanSeo/BBAR,"Official repository for ""Molecular generative model via retrosynthetically prepared chemical building block assembly"" (Advanced Science)",https://doi.org/10.1002/advs.202206674,Jupyter Notebook,drug-discovery; generative-model; graph-neural-networks; molecule-generation; synthetic-accessibility,36,5,MIT,False,2022-12-09,2025-03-19,drug-discovery
OpenFreeEnergy/alchemiscale,OpenFreeEnergy,alchemiscale,https://github.com/OpenFreeEnergy/alchemiscale,"a high-throughput alchemical free energy execution system for use with HPC, cloud, bare metal, and Folding@Home",http://alchemiscale.org,Python,alchemistry; distributed-computing; drug-discovery,36,11,NOASSERTION,False,2022-02-15,2026-09-08,drug-discovery
igashov/RetroBridge,igashov,RetroBridge,https://github.com/igashov/RetroBridge,RetroBridge: Markov Bridge Model for Retrosynthesis Planning,,Python,chemistry; drug-design; generative-model; machine-learning; markov-chain; retrosynthesis,36,2,NOASSERTION,False,2024-02-09,2024-03-26,drug-design; retrosynthesis
ci-lab-cz/crem-dock,ci-lab-cz,crem-dock,https://github.com/ci-lab-cz/crem-dock,CReM-dock: generation of chemically reasonable molecules guided by molecular docking,,Python,chemoinformatics; denovo-design; drug-design,36,6,BSD-3-Clause,False,2020-04-03,2026-09-01,drug-design
MolecularAI/atom-bond-featurizer,MolecularAI,atom-bond-featurizer,https://github.com/MolecularAI/atom-bond-featurizer,A Python package for the calculation of features and descriptors for atoms and bonds in molecules.,https://molecularai.github.io/atom-bond-featurizer,Python,astrazeneca; cheminformatics; chemistry; digital-chemistry; python,36,2,Apache-2.0,False,2026-03-18,2026-06-29,cheminformatics
martin-sicho/genui,martin-sicho,genui,https://github.com/martin-sicho/genui,"The backend services of the GenUI framework. The backend provides the REST API used for molecular generation, QSAR modelling and chemical space visualization.",https://martin-sicho.github.io/genui/docs/index.html,Python,chemical-space; cheminformatics; data-science; molecular-generation; qsar; rest-api; visualization; webapp,36,17,NOASSERTION,False,2019-11-29,2026-02-03,cheminformatics; molecular-generation; qsar
grimme-lab/xtb_docs,grimme-lab,xtb_docs,https://github.com/grimme-lab/xtb_docs,,https://xtb-docs.readthedocs.io/en/latest/,Python,computational-chemistry; quantum-chemistry; tight-binding,36,38,CC-BY-SA-4.0,False,2019-04-11,2026-09-09,computational-chemistry
p-j-smith/lipyphilic,p-j-smith,lipyphilic,https://github.com/p-j-smith/lipyphilic,A Python toolkit for the analyis of lipid membrane simulations,https://lipyphilic.readthedocs.io/en/latest/,Python,lipids; molecular-dynamics; python3,36,14,NOASSERTION,False,2021-02-08,2026-06-20,molecular-dynamics
HITS-MBM/gromacs-fda,HITS-MBM,gromacs-fda,https://github.com/HITS-MBM/gromacs-fda,Force Distribution Analysis (FDA) for GROMACS,,C++,gromacs; molecular-dynamics; trajectory-analysis,36,13,NOASSERTION,False,2015-05-22,2024-06-18,molecular-dynamics
fahbench/fahbench,fahbench,fahbench,https://github.com/fahbench/fahbench,Folding@home GPU benchmark,https://fahbench.github.io,C++,benchmarking; molecular-dynamics; opencl; openmm,36,10,GPL-2.0,False,2013-09-03,2023-01-09,molecular-dynamics
mooreneural/lacuna,mooreneural,lacuna,https://github.com/mooreneural/lacuna,"Finds cryptic binding pockets that are invisible in a single static structure. Generates a conformational ensemble, detects pockets in every conformer, clusters them into transient sites, and ranks them. Seconds on a CPU, no GPU required. Emits docking-ready Boltz constraints and AutoDock Vina boxes.",,Python,bioinformatics; chemoinformatics; conformational-ensemble; cryptic-pockets; drug-discovery,35,3,MIT,False,2026-05-29,2026-09-11,drug-discovery
JohnsonKlose/awesome-science-foundation-model,JohnsonKlose,awesome-science-foundation-model,https://github.com/JohnsonKlose/awesome-science-foundation-model,"Curated list of 1,000+ scientific foundation models spanning life sciences, chemistry, physics, medicine, and more.",,,ai-for-science; astronomy; awesome; awesome-list; chemistry; deep-learning; drug-discovery; earth-science,35,2,NOASSERTION,False,2026-04-08,2026-06-17,drug-discovery
Augmented-Nature/AlphaFold-MCP-Server,Augmented-Nature,AlphaFold-MCP-Server,https://github.com/Augmented-Nature/AlphaFold-MCP-Server,A comprehensive Model Context Protocol (MCP) server that provides access to the AlphaFold Protein Structure Database through a rich set of tools and resources for protein structure prediction analysis.,,JavaScript,alphafold; bioinformatics; cheminformatics; drug-design; drug-discovery; mcp-server; model-context-protocol,35,9,NOASSERTION,False,2025-05-27,2025-12-21,cheminformatics; drug-design; drug-discovery
ma921/SOBER,ma921,SOBER,https://github.com/ma921/SOBER,"Fast Bayesian optimization, quadrature,  inference over arbitrary domain with GPU parallel acceleration",,Jupyter Notebook,bayesian-inference; bayesian-optimization; bayesian-quadrature; blackbox-optimization; drug-discovery; global-optimization; machine-learning; optimization,35,2,BSD-3-Clause,False,2022-12-20,2025-12-10,drug-discovery
awslabs/hcls-agent-skills,awslabs,hcls-agent-skills,https://github.com/awslabs/hcls-agent-skills,"Healthcare and life sciences domain intelligence for agents: genomics, imaging, drug discovery, healthcare claims, and more.",,Python,agent-skills; agentcore; ai-agents; amazon-quick-desktop; claims-processing; drug-discovery; genomics; healthcare-ai,35,8,MIT-0,False,2026-05-04,2026-09-01,drug-discovery
JieZheng-ShanghaiTech/KG4SL,JieZheng-ShanghaiTech,KG4SL,https://github.com/JieZheng-ShanghaiTech/KG4SL,Synthetic lethality (SL) is a promising gold mine for the discovery of anti-cancer drug targets. KG4SL is the first graph neural network (GNN)-based model that uses knowledge graph for SL prediction.,,Python,ai4science; bioinformatics; cancer; data-science; drug-discovery; machine-learning,35,16,MIT,False,2021-01-28,2023-08-01,drug-discovery
lee-jwon/BInD,lee-jwon,BInD,https://github.com/lee-jwon/BInD,"Official implementation of ""BInD: Bond and Interaction-Generating Diffusion Model for Multi-Objective Structure-Based Drug Design"" (Advanced Science)",https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202502702,Python,deep-learning; diffusion-models; drug-discovery; molecule-generation; structure-based-drug-design,35,1,MIT,False,2024-11-14,2025-07-24,drug-discovery; structure-based-drug-design
mims-harvard/PROTON,mims-harvard,PROTON,https://github.com/mims-harvard/PROTON,"Graph AI generates neurological hypotheses validated in molecular, organoid, and clinical systems",https://protonmodel.ai,Jupyter Notebook,ai-for-science; alzheimers-disease; bipolar-disorder; drug-repurposing; graph-ai; neurology; organoids; parkinsons-disease,35,15,MIT,False,2025-12-09,2025-12-27,drug-repurposing
mcsorkun/AqSolDB,mcsorkun,AqSolDB,https://github.com/mcsorkun/AqSolDB,AqSolDB: A curated aqueous solubility dataset contains 9.982 unique compounds.,https://www.amdlab.nl/database/AqSolDB/,Python,cheminformatics; curation-process; data-curation; dataset; solubility,35,5,MIT,False,2020-04-18,2020-04-18,cheminformatics
volkamerlab/maxsmi,volkamerlab,maxsmi,https://github.com/volkamerlab/maxsmi,maxsmi: a guide to SMILES augmentation. Find the optimal SMILES augmentation for accurate molecular prediction.,https://maxsmi.readthedocs.io/en/latest/,Jupyter Notebook,cheminformatics; data-augmentation; deep-learning,35,4,MIT,False,2020-10-16,2024-02-22,cheminformatics
hkqiu/Unified_ML4Polymers,hkqiu,Unified_ML4Polymers,https://github.com/hkqiu/Unified_ML4Polymers,Unified machine learning model for predicting polymer properties through human language instructions,,HTML,cheminformatics; polymer; polymer-informatics,35,5,Apache-2.0,False,2023-09-16,2025-05-06,cheminformatics
Henrium/MolSets,Henrium,MolSets,https://github.com/Henrium/MolSets,Molecular graph deep sets learning for mixture property modeling.,https://doi.org/10.1103/PRXEnergy.3.023006,Python,cheminformatics; electrolytes; graph-neural-networks; machine-learning; molecular-modeling,35,6,MIT,False,2023-11-27,2025-01-28,cheminformatics; molecular-modeling
k-ujihara/NCDK,k-ujihara,NCDK,https://github.com/k-ujihara/NCDK,The Chemistry Development Kit ported to .NET,https://kazuyaujihara.github.io/NCDK/,C#,cdk; cheminformatics; chemistry; code4lib; csharp; dotnet-library,35,11,LGPL-2.1,False,2017-02-11,2023-03-21,cheminformatics
